GeoFips,GeoName,2016,2017,2018,2019
1001,"Autauga, AL",19.55049019607843,20.147549019607844,20.83529411764706,21.527941176470588
1003,"Baldwin, AL",21.148529411764706,21.84607843137255,22.649509803921568,23.276960784313726
1005,"Barbour, AL",15.652941176470588,16.33235294117647,17.189705882352943,17.530882352941177
1007,"Bibb, AL",14.20392156862745,14.404901960784313,14.979901960784314,15.551470588235293
1009,"Blount, AL",16.12843137254902,16.82205882352941,17.48578431372549,17.849019607843136
1011,"Bullock, AL",12.747549019607844,13.18921568627451,13.672058823529412,14.254901960784315
1013,"Butler, AL",16.859803921568627,17.55049019607843,18.030882352941177,18.393627450980393
1015,"Calhoun, AL",17.11764705882353,17.61127450980392,18.13137254901961,18.820588235294117
1017,"Chambers, AL",16.031372549019608,16.147058823529413,16.860294117647058,17.598039215686274
1019,"Cherokee, AL",16.393627450980393,16.973039215686274,17.66519607843137,17.858823529411765
1021,"Chilton, AL",15.930392156862744,16.599509803921567,17.182843137254903,17.73921568627451
1023,"Choctaw, AL",17.78186274509804,18.354901960784314,19.066666666666666,19.67892156862745
1025,"Clarke, AL",17.097549019607843,17.362254901960785,17.811764705882354,18.610294117647058
1027,"Clay, AL",15.397058823529411,15.927450980392157,16.476960784313725,16.82450980392157
1029,"Cleburne, AL",16.75,17.380882352941178,17.766176470588235,17.544607843137253
1031,"Coffee, AL",19.745098039215687,20.198529411764707,21.011274509803922,21.558333333333334
1033,"Colbert, AL",17.874019607843138,18.319117647058825,18.783823529411766,19.45049019607843
1035,"Conecuh, AL",15.018627450980393,15.665196078431373,16.452450980392157,17.103921568627452
1037,"Coosa, AL",14.410294117647059,14.85,15.364215686274509,15.94264705882353
1039,"Covington, AL",16.398529411764706,17.204901960784312,17.730882352941176,18.01764705882353
1041,"Crenshaw, AL",16.972549019607843,17.58235294117647,18.07598039215686,18.195098039215686
1043,"Cullman, AL",18.091176470588234,18.87892156862745,19.615686274509805,20.008823529411764
1045,"Dale, AL",17.098039215686274,17.55343137254902,18.16813725490196,18.555392156862744
1047,"Dallas, AL",16.51078431372549,17.026470588235295,17.732843137254903,18.804901960784314
1049,"DeKalb, AL",14.745098039215685,15.450980392156863,16.000980392156862,16.295098039215688
1051,"Elmore, AL",19.5328431372549,20.28235294117647,20.933823529411764,21.723529411764705
1053,"Escambia, AL",15.091666666666667,15.742156862745098,16.175,16.87843137254902
1055,"Etowah, AL",17.191176470588236,17.67843137254902,18.25735294117647,18.787254901960786
1057,"Fayette, AL",16.026470588235295,16.55343137254902,17.176960784313724,17.875
1059,"Franklin, AL",15.405882352941177,16.195098039215686,17.016666666666666,17.3
1061,"Geneva, AL",16.198529411764707,16.82892156862745,17.41421568627451,18.062745098039215
1063,"Greene, AL",15.27450980392157,15.583333333333334,15.568627450980392,16.365686274509805
1065,"Hale, AL",17.220588235294116,17.569607843137256,17.934313725490195,18.728921568627452
1067,"Henry, AL",19.216176470588234,20.056372549019606,20.80343137254902,21.32450980392157
1069,"Houston, AL",19.580392156862747,20.264705882352942,21.184313725490195,21.88578431372549
1071,"Jackson, AL",17.07450980392157,17.630882352941178,18.216666666666665,18.78186274509804
1073,"Jefferson, AL",24.481372549019607,25.94264705882353,27.24019607843137,28.102450980392156
1075,"Lamar, AL",15.726960784313725,16.012254901960784,16.570588235294117,17.229411764705883
1077,"Lauderdale, AL",17.41813725490196,17.69264705882353,18.375980392156862,18.999019607843138
1079,"Lawrence, AL",15.403921568627451,16.087745098039214,16.7078431372549,17.175980392156863
1081,"Lee, AL",17.616666666666667,18.061274509803923,18.812745098039215,19.50049019607843
1083,"Limestone, AL",19.234313725490196,20.192156862745097,21.218627450980392,22.03235294117647
1085,"Lowndes, AL",18.098529411764705,19.12892156862745,19.507843137254902,19.99264705882353
1087,"Macon, AL",15.144607843137255,15.598529411764705,16.341176470588234,17.108333333333334
1089,"Madison, AL",23.643137254901962,24.36813725490196,25.495588235294118,26.475490196078432
1091,"Marengo, AL",18.03970588235294,18.46421568627451,19.71029411764706,20.375980392156862
1093,"Marion, AL",15.022549019607844,15.729901960784314,16.269117647058824,16.666666666666668
1095,"Marshall, AL",16.641176470588235,17.158333333333335,17.766176470588235,18.306372549019606
1097,"Mobile, AL",17.83872549019608,18.32843137254902,19.015196078431373,19.662745098039217
1099,"Monroe, AL",15.69264705882353,16.068627450980394,16.46813725490196,17.242156862745098
1101,"Montgomery, AL",20.41813725490196,20.94705882352941,21.55343137254902,22.29362745098039
1103,"Morgan, AL",18.311274509803923,18.936764705882354,19.7171568627451,20.46127450980392
1105,"Perry, AL",14.66813725490196,15.525,15.598529411764705,16.43578431372549
1107,"Pickens, AL",15.299509803921568,15.75686274509804,16.219117647058823,16.612745098039216
1109,"Pike, AL",17.20441176470588,17.86519607843137,18.40343137254902,18.859313725490196
1111,"Randolph, AL",15.306862745098039,15.922058823529412,16.39264705882353,16.570588235294117
1113,"Russell, AL",15.102450980392156,15.966666666666667,16.00735294117647,16.659803921568628
